Time[s],Sum Internal Heat,Time[s],Sum Internal Heat,Time[s],Sum Internal Heat,Time[s],Sum Internal Heat,Time[s],Value,Time[s],Value,Time[s],Value,Time[s],Value,Time[s],Value,Time[s],Value,Time[s],Value,Time[s],Value
21200.0,0.0,21200.0,0.0,21200.0,0.0,21200.0,0.09999999659999999,21200.0,0.0,21200.0,0.0,21200.0,0.0,21200.0,0.0,21200.0,0.0,21200.0,0.0,21200.0,0.0,21200.0,0.0
21400.0,0.0,21400.0,0.0,21400.0,0.0,21400.0,0.09999999659999999,21400.0,0.0,21400.0,0.0,21400.0,0.0,21400.0,0.0,21400.0,0.0,21400.0,0.0,21400.0,0.0,21400.0,0.0
21600.0,0.0,21600.0,0.0,21600.0,0.0,21600.0,0.09999999659999999,21600.0,0.0,21600.0,0.0,21600.0,0.0,21600.0,0.0,21600.0,0.0,21600.0,0.0,21600.0,0.0,21600.0,0.0
21800.0,0.0,21800.0,0.0,21800.0,0.0,21800.0,0.09999999659999999,21800.0,0.0,21800.0,0.0,21800.0,0.0,21800.0,0.0,21800.0,0.0,21800.0,0.0,21800.0,0.0,21800.0,0.0
22000.0,0.0,22000.0,0.0,22000.0,0.0,22000.0,0.09999999659999999,22000.0,0.0,22000.0,0.0,22000.0,0.0,22000.0,0.0,22000.0,0.0,22000.0,0.0,22000.0,0.0,22000.0,0.0
22200.0,0.0,22200.0,0.0,22200.0,0.0,22200.0,0.09999999659999999,22200.0,0.0,22200.0,0.0,22200.0,0.0,22200.0,0.0,22200.0,0.0,22200.0,0.0,22200.0,0.0,22200.0,0.0
22400.0,0.0,22400.0,0.0,22400.0,0.0,22400.0,0.09999999659999999,22400.0,0.0,22400.0,0.0,22400.0,0.0,22400.0,0.0,22400.0,0.0,22400.0,0.0,22400.0,0.0,22400.0,0.0
22600.0,0.0,22600.0,0.0,22600.0,0.0,22600.0,0.09999999659999999,22600.0,0.0,22600.0,0.0,22600.0,0.0,22600.0,0.0,22600.0,0.0,22600.0,0.0,22600.0,0.0,22600.0,0.0
22800.0,0.0,22800.0,0.0,22800.0,0.0,22800.0,0.09999999659999999,22800.0,0.0,22800.0,0.0,22800.0,0.0,22800.0,0.0,22800.0,0.0,22800.0,0.0,22800.0,0.0,22800.0,0.0
23000.0,0.0,23000.0,0.0,23000.0,0.0,23000.0,0.09999999659999999,23000.0,0.0,23000.0,0.0,23000.0,0.0,23000.0,0.0,23000.0,0.0,23000.0,0.0,23000.0,0.0,23000.0,0.0
23200.0,0.0,23200.0,0.0,23200.0,0.0,23200.0,0.09999999659999999,23200.0,0.0,23200.0,0.0,23200.0,0.0,23200.0,0.0,23200.0,0.0,23200.0,0.0,23200.0,0.0,23200.0,0.0
23400.0,0.0,23400.0,0.0,23400.0,0.0,23400.0,0.09999999659999999,23400.0,0.0,23400.0,0.0,23400.0,0.0,23400.0,0.0,23400.0,0.0,23400.0,0.0,23400.0,0.0,23400.0,0.0
23600.0,0.0,23600.0,0.0,23600.0,0.0,23600.0,0.09999999659999999,23600.0,0.0,23600.0,0.0,23600.0,0.0,23600.0,0.0,23600.0,0.0,23600.0,0.0,23600.0,0.0,23600.0,0.0
23800.0,0.0,23800.0,0.0,23800.0,0.0,23800.0,0.09999999659999999,23800.0,0.0,23800.0,0.0,23800.0,0.0,23800.0,0.0,23800.0,0.0,23800.0,0.0,23800.0,0.0,23800.0,0.0
24000.0,0.0,24000.0,0.0,24000.0,0.0,24000.0,0.09999999659999999,24000.0,0.0,24000.0,0.0,24000.0,0.0,24000.0,0.0,24000.0,0.0,24000.0,0.0,24000.0,0.0,24000.0,0.0
24200.0,0.0,24200.0,0.0,24200.0,0.0,24200.0,0.09999999659999999,24200.0,0.0,24200.0,0.0,24200.0,0.0,24200.0,0.0,24200.0,0.0,24200.0,0.0,24200.0,0.0,24200.0,0.0
24400.0,0.0,24400.0,0.0,24400.0,0.0,24400.0,0.09999999659999999,24400.0,0.0,24400.0,0.0,24400.0,0.0,24400.0,0.0,24400.0,0.0,24400.0,0.0,24400.0,0.0,24400.0,0.0
24600.0,0.0,24600.0,0.0,24600.0,0.0,24600.0,0.09999999659999999,24600.0,0.0,24600.0,0.0,24600.0,0.0,24600.0,0.0,24600.0,0.0,24600.0,0.0,24600.0,0.0,24600.0,0.0
24800.0,0.0,24800.0,0.0,24800.0,0.0,24800.0,0.09999999659999999,24800.0,0.0,24800.0,0.0,24800.0,0.0,24800.0,0.0,24800.0,0.0,24800.0,0.0,24800.0,0.0,24800.0,0.0
25000.0,0.0,25000.0,0.0,25000.0,0.0,25000.0,0.09999999659999999,25000.0,0.0,25000.0,0.0,25000.0,0.0,25000.0,0.0,25000.0,0.0,25000.0,0.0,25000.0,0.0,25000.0,0.0
25200.0,0.0,25200.0,0.0,25200.0,0.0,25200.0,0.09999999659999999,25200.0,0.0,25200.0,0.0,25200.0,0.0,25200.0,0.0,25200.0,0.0,25200.0,0.0,25200.0,0.0,25200.0,0.0
25400.0,0.0,25400.0,0.0,25400.0,0.0,25400.0,0.09999999659999999,25400.0,0.0,25400.0,0.0,25400.0,0.0,25400.0,0.0,25400.0,0.0,25400.0,0.0,25400.0,0.0,25400.0,0.0
25600.0,0.0,25600.0,0.0,25600.0,0.0,25600.0,0.09999999659999999,25600.0,0.0,25600.0,0.0,25600.0,0.0,25600.0,0.0,25600.0,0.0,25600.0,0.0,25600.0,0.0,25600.0,0.0
25800.0,0.0,25800.0,0.0,25800.0,0.0,25800.0,0.09999999659999999,25800.0,0.0,25800.0,0.0,25800.0,0.0,25800.0,0.0,25800.0,0.0,25800.0,0.0,25800.0,0.0,25800.0,0.0
26000.0,0.0,26000.0,0.0,26000.0,0.0,26000.0,0.09999999659999999,26000.0,0.0,26000.0,0.0,26000.0,0.0,26000.0,0.0,26000.0,0.0,26000.0,0.0,26000.0,0.0,26000.0,0.0
26200.0,0.0,26200.0,0.0,26200.0,0.0,26200.0,0.09999999659999999,26200.0,0.0,26200.0,0.0,26200.0,0.0,26200.0,0.0,26200.0,0.0,26200.0,0.0,26200.0,0.0,26200.0,0.0
26400.0,0.0,26400.0,0.0,26400.0,0.0,26400.0,0.09999999659999999,26400.0,0.0,26400.0,0.0,26400.0,0.0,26400.0,0.0,26400.0,0.0,26400.0,0.0,26400.0,0.0,26400.0,0.0
26600.0,0.0,26600.0,0.0,26600.0,0.0,26600.0,0.09999999659999999,26600.0,0.0,26600.0,0.0,26600.0,0.0,26600.0,0.0,26600.0,0.0,26600.0,0.0,26600.0,0.0,26600.0,0.0
26800.0,0.0,26800.0,0.0,26800.0,0.0,26800.0,0.09999999659999999,26800.0,0.0,26800.0,0.0,26800.0,0.0,26800.0,0.0,26800.0,0.0,26800.0,0.0,26800.0,0.0,26800.0,0.0
27000.0,0.0,27000.0,0.0,27000.0,0.0,27000.0,0.09999999659999999,27000.0,0.0,27000.0,0.0,27000.0,0.0,27000.0,0.0,27000.0,0.0,27000.0,0.0,27000.0,0.0,27000.0,0.0
27200.0,0.0,27200.0,0.0,27200.0,0.0,27200.0,0.09999999659999999,27200.0,0.0,27200.0,0.0,27200.0,0.0,27200.0,0.0,27200.0,0.0,27200.0,0.0,27200.0,0.0,27200.0,0.0
27400.0,0.0,27400.0,0.0,27400.0,0.0,27400.0,0.09999999659999999,27400.0,0.0,27400.0,0.0,27400.0,0.0,27400.0,0.0,27400.0,0.0,27400.0,0.0,27400.0,0.0,27400.0,0.0
27600.0,0.0,27600.0,0.0,27600.0,0.0,27600.0,0.09999999659999999,27600.0,0.0,27600.0,0.0,27600.0,0.0,27600.0,0.0,27600.0,0.0,27600.0,0.0,27600.0,0.0,27600.0,0.0
27800.0,0.0,27800.0,0.0,27800.0,0.0,27800.0,0.09999999659999999,27800.0,0.0,27800.0,0.0,27800.0,0.0,27800.0,0.0,27800.0,0.0,27800.0,0.0,27800.0,0.0,27800.0,0.0
28000.0,0.0,28000.0,0.0,28000.0,0.0,28000.0,0.09999999659999999,28000.0,0.0,28000.0,0.0,28000.0,0.0,28000.0,0.0,28000.0,0.0,28000.0,0.0,28000.0,0.0,28000.0,0.0
28200.0,0.0,28200.0,0.0,28200.0,0.0,28200.0,0.09999999659999999,28200.0,0.0,28200.0,0.0,28200.0,0.0,28200.0,0.0,28200.0,0.0,28200.0,0.0,28200.0,0.0,28200.0,0.0
28400.0,0.0,28400.0,0.0,28400.0,0.0,28400.0,0.09999999659999999,28400.0,0.0,28400.0,0.0,28400.0,0.0,28400.0,0.0,28400.0,0.0,28400.0,0.0,28400.0,0.0,28400.0,0.0
28600.0,0.0,28600.0,0.0,28600.0,0.0,28600.0,0.09999999659999999,28600.0,0.0,28600.0,0.0,28600.0,0.0,28600.0,0.0,28600.0,0.0,28600.0,0.0,28600.0,0.0,28600.0,0.0
28800.0,0.0,28800.0,0.0,28800.0,0.0,28800.0,0.09999999659999999,28800.0,0.0,28800.0,0.0,28800.0,0.0,28800.0,0.0,28800.0,0.0,28800.0,0.0,28800.0,0.0,28800.0,0.0
29000.0,0.0,29000.0,0.0,29000.0,0.0,29000.0,0.09999999659999999,29000.0,0.0,29000.0,0.0,29000.0,0.0,29000.0,0.0,29000.0,0.0,29000.0,0.0,29000.0,0.0,29000.0,0.0
29200.0,0.0,29200.0,0.0,29200.0,0.0,29200.0,0.09999999659999999,29200.0,0.0,29200.0,0.0,29200.0,0.0,29200.0,0.0,29200.0,0.0,29200.0,0.0,29200.0,0.0,29200.0,0.0
29400.0,0.0,29400.0,0.0,29400.0,0.0,29400.0,0.09999999659999999,29400.0,0.0,29400.0,0.0,29400.0,0.0,29400.0,0.0,29400.0,0.0,29400.0,0.0,29400.0,0.0,29400.0,0.0
29600.0,0.0,29600.0,0.0,29600.0,0.0,29600.0,0.09999999659999999,29600.0,0.0,29600.0,0.0,29600.0,0.0,29600.0,0.0,29600.0,0.0,29600.0,0.0,29600.0,0.0,29600.0,0.0
29800.0,0.0,29800.0,0.0,29800.0,0.0,29800.0,0.09999999659999999,29800.0,0.0,29800.0,0.0,29800.0,0.0,29800.0,0.0,29800.0,0.0,29800.0,0.0,29800.0,0.0,29800.0,0.0
30000.0,0.0,30000.0,0.0,30000.0,0.0,30000.0,0.09999999659999999,30000.0,0.0,30000.0,0.0,30000.0,0.0,30000.0,0.0,30000.0,0.0,30000.0,0.0,30000.0,0.0,30000.0,0.0
30200.0,0.0,30200.0,0.0,30200.0,0.0,30200.0,0.09999999659999999,30200.0,0.0,30200.0,0.0,30200.0,0.0,30200.0,0.0,30200.0,0.0,30200.0,0.0,30200.0,0.0,30200.0,0.0
30400.0,0.0,30400.0,0.0,30400.0,0.0,30400.0,0.09999999659999999,30400.0,0.0,30400.0,0.0,30400.0,0.0,30400.0,0.0,30400.0,0.0,30400.0,0.0,30400.0,0.0,30400.0,0.0
30600.0,0.0,30600.0,0.0,30600.0,0.0,30600.0,0.09999999659999999,30600.0,0.0,30600.0,0.0,30600.0,0.0,30600.0,0.0,30600.0,0.0,30600.0,0.0,30600.0,0.0,30600.0,0.0
30800.0,0.0,30800.0,0.0,30800.0,0.0,30800.0,0.09999999659999999,30800.0,0.0,30800.0,0.0,30800.0,0.0,30800.0,0.0,30800.0,0.0,30800.0,0.0,30800.0,0.0,30800.0,0.0
31000.0,0.0,31000.0,0.0,31000.0,0.0,31000.0,0.09999999659999999,31000.0,0.0,31000.0,0.0,31000.0,0.0,31000.0,0.0,31000.0,0.0,31000.0,0.0,31000.0,0.0,31000.0,0.0
31200.0,0.0,31200.0,0.0,31200.0,0.0,31200.0,0.09999999659999999,31200.0,0.0,31200.0,0.0,31200.0,0.0,31200.0,0.0,31200.0,0.0,31200.0,0.0,31200.0,0.0,31200.0,0.0
31400.0,0.0,31400.0,0.0,31400.0,0.0,31400.0,0.09999999659999999,31400.0,0.0,31400.0,0.0,31400.0,0.0,31400.0,0.0,31400.0,0.0,31400.0,0.0,31400.0,0.0,31400.0,0.0
31600.0,0.0,31600.0,0.0,31600.0,0.0,31600.0,0.09999999659999999,31600.0,0.0,31600.0,0.0,31600.0,0.0,31600.0,0.0,31600.0,0.0,31600.0,0.0,31600.0,0.0,31600.0,0.0
31800.0,0.0,31800.0,0.0,31800.0,0.0,31800.0,0.09999999659999999,31800.0,0.0,31800.0,0.0,31800.0,0.0,31800.0,0.0,31800.0,0.0,31800.0,0.0,31800.0,0.0,31800.0,0.0
32000.0,0.0,32000.0,0.0,32000.0,0.0,32000.0,0.09999999659999999,32000.0,0.0,32000.0,0.0,32000.0,0.0,32000.0,0.0,32000.0,0.0,32000.0,0.0,32000.0,0.0,32000.0,0.0
32200.0,0.0,32200.0,0.0,32200.0,0.0,32200.0,0.09999999659999999,32200.0,0.0,32200.0,0.0,32200.0,0.0,32200.0,0.0,32200.0,0.0,32200.0,0.0,32200.0,0.0,32200.0,0.0
32400.0,0.0,32400.0,0.0,32400.0,0.0,32400.0,0.09999999659999999,32400.0,0.0,32400.0,0.0,32400.0,0.0,32400.0,0.0,32400.0,0.0,32400.0,0.0,32400.0,0.0,32400.0,0.0
32600.0,0.0,32600.0,0.0,32600.0,0.0,32600.0,0.09999999659999999,32600.0,0.0,32600.0,0.0,32600.0,0.0,32600.0,0.0,32600.0,0.0,32600.0,0.0,32600.0,0.0,32600.0,0.0
32800.0,0.0,32800.0,0.0,32800.0,0.0,32800.0,0.09999999659999999,32800.0,0.0,32800.0,0.0,32800.0,0.0,32800.0,0.0,32800.0,0.0,32800.0,0.0,32800.0,0.0,32800.0,0.0
33000.0,0.0,33000.0,0.0,33000.0,0.0,33000.0,0.09999999659999999,33000.0,0.0,33000.0,0.0,33000.0,0.0,33000.0,0.0,33000.0,0.0,33000.0,0.0,33000.0,0.0,33000.0,0.0
33200.0,0.0,33200.0,0.0,33200.0,0.0,33200.0,0.09999999659999999,33200.0,0.0,33200.0,0.0,33200.0,0.0,33200.0,0.0,33200.0,0.0,33200.0,0.0,33200.0,0.0,33200.0,0.0
33400.0,0.0,33400.0,0.0,33400.0,0.0,33400.0,0.09999999659999999,33400.0,0.0,33400.0,0.0,33400.0,0.0,33400.0,0.0,33400.0,0.0,33400.0,0.0,33400.0,0.0,33400.0,0.0
33600.0,0.0,33600.0,0.0,33600.0,0.0,33600.0,0.09999999659999999,33600.0,0.0,33600.0,0.0,33600.0,0.0,33600.0,0.0,33600.0,0.0,33600.0,0.0,33600.0,0.0,33600.0,0.0
33800.0,0.0,33800.0,0.0,33800.0,0.0,33800.0,0.09999999659999999,33800.0,0.0,33800.0,0.0,33800.0,0.0,33800.0,0.0,33800.0,0.0,33800.0,0.0,33800.0,0.0,33800.0,0.0
34000.0,0.0,34000.0,0.0,34000.0,0.0,34000.0,0.09999999659999999,34000.0,0.0,34000.0,0.0,34000.0,0.0,34000.0,0.0,34000.0,0.0,34000.0,0.0,34000.0,0.0,34000.0,0.0
34200.0,0.0,34200.0,0.0,34200.0,0.0,34200.0,0.09999999659999999,34200.0,0.0,34200.0,0.0,34200.0,0.0,34200.0,0.0,34200.0,0.0,34200.0,0.0,34200.0,0.0,34200.0,0.0
34400.0,0.0,34400.0,0.0,34400.0,0.0,34400.0,0.09999999659999999,34400.0,0.0,34400.0,0.0,34400.0,0.0,34400.0,0.0,34400.0,0.0,34400.0,0.0,34400.0,0.0,34400.0,0.0
34600.0,0.0,34600.0,0.0,34600.0,0.0,34600.0,0.09999999659999999,34600.0,0.0,34600.0,0.0,34600.0,0.0,34600.0,0.0,34600.0,0.0,34600.0,0.0,34600.0,0.0,34600.0,0.0
34800.0,0.0,34800.0,0.0,34800.0,0.0,34800.0,0.09999999659999999,34800.0,0.0,34800.0,0.0,34800.0,0.0,34800.0,0.0,34800.0,0.0,34800.0,0.0,34800.0,0.0,34800.0,0.0
35000.0,0.0,35000.0,0.0,35000.0,0.0,35000.0,0.09999999659999999,35000.0,0.0,35000.0,0.0,35000.0,0.0,35000.0,0.0,35000.0,0.0,35000.0,0.0,35000.0,0.0,35000.0,0.0
35200.0,0.0,35200.0,0.0,35200.0,0.0,35200.0,0.09999999659999999,35200.0,0.0,35200.0,0.0,35200.0,0.0,35200.0,0.0,35200.0,0.0,35200.0,0.0,35200.0,0.0,35200.0,0.0
35400.0,0.0,35400.0,0.0,35400.0,0.0,35400.0,0.09999999659999999,35400.0,0.0,35400.0,0.0,35400.0,0.0,35400.0,0.0,35400.0,0.0,35400.0,0.0,35400.0,0.0,35400.0,0.0
35600.0,0.0,35600.0,0.0,35600.0,0.0,35600.0,0.09999999659999999,35600.0,0.0,35600.0,0.0,35600.0,0.0,35600.0,0.0,35600.0,0.0,35600.0,0.0,35600.0,0.0,35600.0,0.0
35800.0,0.0,35800.0,0.0,35800.0,0.0,35800.0,0.09999999659999999,35800.0,0.0,35800.0,0.0,35800.0,0.0,35800.0,0.0,35800.0,0.0,35800.0,0.0,35800.0,0.0,35800.0,0.0
36000.0,0.0,36000.0,0.0,36000.0,0.0,36000.0,0.09999999659999999,36000.0,0.0,36000.0,0.0,36000.0,0.0,36000.0,0.0,36000.0,0.0,36000.0,0.0,36000.0,0.0,36000.0,0.0
36200.0,0.0,36200.0,0.0,36200.0,0.0,36200.0,0.09999999659999999,36200.0,0.0,36200.0,0.0,36200.0,0.0,36200.0,0.0,36200.0,0.0,36200.0,0.0,36200.0,0.0,36200.0,0.0
36400.0,0.0,36400.0,0.0,36400.0,0.0,36400.0,0.09999999659999999,36400.0,0.0,36400.0,0.0,36400.0,0.0,36400.0,0.0,36400.0,0.0,36400.0,0.0,36400.0,0.0,36400.0,0.0
36600.0,0.0,36600.0,0.0,36600.0,0.0,36600.0,0.09999999659999999,36600.0,0.0,36600.0,0.0,36600.0,0.0,36600.0,0.0,36600.0,0.0,36600.0,0.0,36600.0,0.0,36600.0,0.0
36800.0,0.0,36800.0,0.0,36800.0,0.0,36800.0,0.09999999659999999,36800.0,0.0,36800.0,0.0,36800.0,0.0,36800.0,0.0,36800.0,0.0,36800.0,0.0,36800.0,0.0,36800.0,0.0
37000.0,0.0,37000.0,0.0,37000.0,0.0,37000.0,0.09999999659999999,37000.0,0.0,37000.0,0.0,37000.0,0.0,37000.0,0.0,37000.0,0.0,37000.0,0.0,37000.0,0.0,37000.0,0.0
37200.0,0.0,37200.0,0.0,37200.0,0.0,37200.0,0.09999999659999999,37200.0,0.0,37200.0,0.0,37200.0,0.0,37200.0,0.0,37200.0,0.0,37200.0,0.0,37200.0,0.0,37200.0,0.0
37400.0,0.0,37400.0,0.0,37400.0,0.0,37400.0,0.09999999659999999,37400.0,0.0,37400.0,0.0,37400.0,0.0,37400.0,0.0,37400.0,0.0,37400.0,0.0,37400.0,0.0,37400.0,0.0
37600.0,0.0,37600.0,0.0,37600.0,0.0,37600.0,0.09999999659999999,37600.0,0.0,37600.0,0.0,37600.0,0.0,37600.0,0.0,37600.0,0.0,37600.0,0.0,37600.0,0.0,37600.0,0.0
37800.0,0.0,37800.0,0.0,37800.0,0.0,37800.0,0.09999999659999999,37800.0,0.0,37800.0,0.0,37800.0,0.0,37800.0,0.0,37800.0,0.0,37800.0,0.0,37800.0,0.0,37800.0,0.0
38000.0,0.0,38000.0,0.0,38000.0,0.0,38000.0,0.09999999659999999,38000.0,0.0,38000.0,0.0,38000.0,0.0,38000.0,0.0,38000.0,0.0,38000.0,0.0,38000.0,0.0,38000.0,0.0
38200.0,0.0,38200.0,0.0,38200.0,0.0,38200.0,0.09999999659999999,38200.0,0.0,38200.0,0.0,38200.0,0.0,38200.0,0.0,38200.0,0.0,38200.0,0.0,38200.0,0.0,38200.0,0.0
38400.0,0.0,38400.0,0.0,38400.0,0.0,38400.0,0.09999999659999999,38400.0,0.0,38400.0,0.0,38400.0,0.0,38400.0,0.0,38400.0,0.0,38400.0,0.0,38400.0,0.0,38400.0,0.0
38600.0,0.0,38600.0,0.0,38600.0,0.0,38600.0,0.09999999659999999,38600.0,0.0,38600.0,0.0,38600.0,0.0,38600.0,0.0,38600.0,0.0,38600.0,0.0,38600.0,0.0,38600.0,0.0
38800.0,0.0,38800.0,0.0,38800.0,0.0,38800.0,0.09999999659999999,38800.0,0.0,38800.0,0.0,38800.0,0.0,38800.0,0.0,38800.0,0.0,38800.0,0.0,38800.0,0.0,38800.0,0.0
39000.0,0.0,39000.0,0.0,39000.0,0.0,39000.0,0.09999999659999999,39000.0,0.0,39000.0,0.0,39000.0,0.0,39000.0,0.0,39000.0,0.0,39000.0,0.0,39000.0,0.0,39000.0,0.0
39200.0,0.0,39200.0,0.0,39200.0,0.0,39200.0,0.09999999659999999,39200.0,0.0,39200.0,0.0,39200.0,0.0,39200.0,0.0,39200.0,0.0,39200.0,0.0,39200.0,0.0,39200.0,0.0
39400.0,0.0,39400.0,0.0,39400.0,0.0,39400.0,0.09999999659999999,39400.0,0.0,39400.0,0.0,39400.0,0.0,39400.0,0.0,39400.0,0.0,39400.0,0.0,39400.0,0.0,39400.0,0.0
39600.0,0.0,39600.0,0.0,39600.0,0.0,39600.0,0.09999999659999999,39600.0,0.0,39600.0,0.0,39600.0,0.0,39600.0,0.0,39600.0,0.0,39600.0,0.0,39600.0,0.0,39600.0,0.0
39800.0,0.0,39800.0,0.0,39800.0,0.0,39800.0,0.09999999659999999,39800.0,0.0,39800.0,0.0,39800.0,0.0,39800.0,0.0,39800.0,0.0,39800.0,0.0,39800.0,0.0,39800.0,0.0
40000.0,0.0,40000.0,0.0,40000.0,0.0,40000.0,0.09999999659999999,40000.0,0.0,40000.0,0.0,40000.0,0.0,40000.0,0.0,40000.0,0.0,40000.0,0.0,40000.0,0.0,40000.0,0.0
40200.0,0.0,40200.0,0.0,40200.0,0.0,40200.0,0.09999999659999999,40200.0,0.0,40200.0,0.0,40200.0,0.0,40200.0,0.0,40200.0,0.0,40200.0,0.0,40200.0,0.0,40200.0,0.0
40400.0,0.0,40400.0,0.0,40400.0,0.0,40400.0,0.09999999659999999,40400.0,0.0,40400.0,0.0,40400.0,0.0,40400.0,0.0,40400.0,0.0,40400.0,0.0,40400.0,0.0,40400.0,0.0
40600.0,0.0,40600.0,0.0,40600.0,0.0,40600.0,0.09999999659999999,40600.0,0.0,40600.0,0.0,40600.0,0.0,40600.0,0.0,40600.0,0.0,40600.0,0.0,40600.0,0.0,40600.0,0.0
40800.0,0.0,40800.0,0.0,40800.0,0.0,40800.0,0.09999999659999999,40800.0,0.0,40800.0,0.0,40800.0,0.0,40800.0,0.0,40800.0,0.0,40800.0,0.0,40800.0,0.0,40800.0,0.0
41000.0,0.0,41000.0,0.0,41000.0,0.0,41000.0,0.09999999659999999,41000.0,0.0,41000.0,0.0,41000.0,0.0,41000.0,0.0,41000.0,0.0,41000.0,0.0,41000.0,0.0,41000.0,0.0
41200.0,0.0,41200.0,0.0,41200.0,0.0,41200.0,0.09999999659999999,41200.0,0.0,41200.0,0.0,41200.0,0.0,41200.0,0.0,41200.0,0.0,41200.0,0.0,41200.0,0.0,41200.0,0.0
41400.0,0.0,41400.0,0.0,41400.0,0.0,41400.0,0.09999999659999999,41400.0,0.0,41400.0,0.0,41400.0,0.0,41400.0,0.0,41400.0,0.0,41400.0,0.0,41400.0,0.0,41400.0,0.0
41600.0,0.0,41600.0,0.0,41600.0,0.0,41600.0,0.09999999659999999,41600.0,0.0,41600.0,0.0,41600.0,0.0,41600.0,0.0,41600.0,0.0,41600.0,0.0,41600.0,0.0,41600.0,0.0
41800.0,0.0,41800.0,0.0,41800.0,0.0,41800.0,0.09999999659999999,41800.0,0.0,41800.0,0.0,41800.0,0.0,41800.0,0.0,41800.0,0.0,41800.0,0.0,41800.0,0.0,41800.0,0.0
42000.0,0.0,42000.0,0.0,42000.0,0.0,42000.0,0.09999999659999999,42000.0,0.0,42000.0,0.0,42000.0,0.0,42000.0,0.0,42000.0,0.0,42000.0,0.0,42000.0,0.0,42000.0,0.0
42200.0,0.0,42200.0,0.0,42200.0,0.0,42200.0,0.09999999659999999,42200.0,0.0,42200.0,0.0,42200.0,0.0,42200.0,0.0,42200.0,0.0,42200.0,0.0,42200.0,0.0,42200.0,0.0
42400.0,0.0,42400.0,0.0,42400.0,0.0,42400.0,0.09999999659999999,42400.0,0.0,42400.0,0.0,42400.0,0.0,42400.0,0.0,42400.0,0.0,42400.0,0.0,42400.0,0.0,42400.0,0.0
42600.0,0.0,42600.0,0.0,42600.0,0.0,42600.0,0.09999999659999999,42600.0,0.0,42600.0,0.0,42600.0,0.0,42600.0,0.0,42600.0,0.0,42600.0,0.0,42600.0,0.0,42600.0,0.0
42800.0,0.0,42800.0,0.0,42800.0,0.0,42800.0,0.09999999659999999,42800.0,0.0,42800.0,0.0,42800.0,0.0,42800.0,0.0,42800.0,0.0,42800.0,0.0,42800.0,0.0,42800.0,0.0
43000.0,0.0,43000.0,0.0,43000.0,0.0,43000.0,0.09999999659999999,43000.0,0.0,43000.0,0.0,43000.0,0.0,43000.0,0.0,43000.0,0.0,43000.0,0.0,43000.0,0.0,43000.0,0.0
43200.0,0.0,43200.0,0.0,43200.0,0.0,43200.0,0.09999999659999999,43200.0,0.0,43200.0,0.0,43200.0,0.0,43200.0,0.0,43200.0,0.0,43200.0,0.0,43200.0,0.0,43200.0,0.0
43400.0,0.0,43400.0,0.0,43400.0,0.0,43400.0,0.09999999659999999,43400.0,0.0,43400.0,0.0,43400.0,0.0,43400.0,0.0,43400.0,0.0,43400.0,0.0,43400.0,0.0,43400.0,0.0
43600.0,0.0,43600.0,0.0,43600.0,0.0,43600.0,0.09999999659999999,43600.0,0.0,43600.0,0.0,43600.0,0.0,43600.0,0.0,43600.0,0.0,43600.0,0.0,43600.0,0.0,43600.0,0.0
43800.0,0.0,43800.0,0.0,43800.0,0.0,43800.0,0.09999999659999999,43800.0,0.0,43800.0,0.0,43800.0,0.0,43800.0,0.0,43800.0,0.0,43800.0,0.0,43800.0,0.0,43800.0,0.0
44000.0,0.0,44000.0,0.0,44000.0,0.0,44000.0,0.09999999659999999,44000.0,0.0,44000.0,0.0,44000.0,0.0,44000.0,0.0,44000.0,0.0,44000.0,0.0,44000.0,0.0,44000.0,0.0
44200.0,0.0,44200.0,0.0,44200.0,0.0,44200.0,0.09999999659999999,44200.0,0.0,44200.0,0.0,44200.0,0.0,44200.0,0.0,44200.0,0.0,44200.0,0.0,44200.0,0.0,44200.0,0.0
44400.0,0.0,44400.0,0.0,44400.0,0.0,44400.0,0.09999999659999999,44400.0,0.0,44400.0,0.0,44400.0,0.0,44400.0,0.0,44400.0,0.0,44400.0,0.0,44400.0,0.0,44400.0,0.0
44600.0,0.0,44600.0,0.0,44600.0,0.0,44600.0,0.09999999659999999,44600.0,0.0,44600.0,0.0,44600.0,0.0,44600.0,0.0,44600.0,0.0,44600.0,0.0,44600.0,0.0,44600.0,0.0
44800.0,0.0,44800.0,0.0,44800.0,0.0,44800.0,0.09999999659999999,44800.0,0.0,44800.0,0.0,44800.0,0.0,44800.0,0.0,44800.0,0.0,44800.0,0.0,44800.0,0.0,44800.0,0.0
45000.0,0.0,45000.0,0.0,45000.0,0.0,45000.0,0.09999999659999999,45000.0,0.0,45000.0,0.0,45000.0,0.0,45000.0,0.0,45000.0,0.0,45000.0,0.0,45000.0,0.0,45000.0,0.0
45200.0,0.0,45200.0,0.0,45200.0,0.0,45200.0,0.09999999659999999,45200.0,0.0,45200.0,0.0,45200.0,0.0,45200.0,0.0,45200.0,0.0,45200.0,0.0,45200.0,0.0,45200.0,0.0
45400.0,0.0,45400.0,0.0,45400.0,0.0,45400.0,0.09999999659999999,45400.0,0.0,45400.0,0.0,45400.0,0.0,45400.0,0.0,45400.0,0.0,45400.0,0.0,45400.0,0.0,45400.0,0.0
